 00:00:00.000000 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [S], seq 1852594190, win 65535, options [mss 1460,nop,wscale 6,nop,nop,TS val 729676479 ecr 0,sackOK,eol], length 0
 00:00:00.041144 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [S.], seq 1658809771, ack 1852594191, win 28960, options [mss 1400,sackOK,TS val 2521817020 ecr 729676479,nop,wscale 7], length 0
 00:00:00.041193 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1, win 2060, options [nop,nop,TS val 729676520 ecr 2521817020], length 0
 00:00:00.807359 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1700301, win 4250, options [nop,nop,TS val 729677193 ecr 2521817781], length 0
 00:00:00.809604 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1700301:1701689, ack 122, win 227, options [nop,nop,TS val 2521817787 ecr 729677166], length 1388: HTTP
 00:00:00.812978 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1701689:1703077, ack 122, win 227, options [nop,nop,TS val 2521817787 ecr 729677166], length 1388: HTTP
 00:00:00.812983 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [P.], seq 1703077:1704465, ack 122, win 227, options [nop,nop,TS val 2521817787 ecr 729677166], length 1388: HTTP
 00:00:00.812985 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1704465:1705853, ack 122, win 227, options [nop,nop,TS val 2521817787 ecr 729677166], length 1388: HTTP
 00:00:00.812988 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1705853:1707241, ack 122, win 227, options [nop,nop,TS val 2521817787 ecr 729677166], length 1388: HTTP
 00:00:00.812990 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1707241:1708629, ack 122, win 227, options [nop,nop,TS val 2521817787 ecr 729677166], length 1388: HTTP
 00:00:00.812992 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1708629:1710017, ack 122, win 227, options [nop,nop,TS val 2521817787 ecr 729677166], length 1388: HTTP
 00:00:00.812994 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1710017:1711405, ack 122, win 227, options [nop,nop,TS val 2521817787 ecr 729677166], length 1388: HTTP
 00:00:00.812997 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1711405:1712793, ack 122, win 227, options [nop,nop,TS val 2521817787 ecr 729677166], length 1388: HTTP
 00:00:00.812999 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1712793:1714181, ack 122, win 227, options [nop,nop,TS val 2521817787 ecr 729677166], length 1388: HTTP
 00:00:00.813001 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1714181:1715569, ack 122, win 227, options [nop,nop,TS val 2521817787 ecr 729677166], length 1388: HTTP
 00:00:00.813004 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1715569:1716957, ack 122, win 227, options [nop,nop,TS val 2521817787 ecr 729677166], length 1388: HTTP
 00:00:00.813006 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1716957:1718345, ack 122, win 227, options [nop,nop,TS val 2521817787 ecr 729677166], length 1388: HTTP
 00:00:00.813068 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1703077, win 4229, options [nop,nop,TS val 729677198 ecr 2521817787], length 0
 00:00:00.813086 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1704465, win 4207, options [nop,nop,TS val 729677198 ecr 2521817787], length 0
 00:00:00.813096 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1707241, win 4164, options [nop,nop,TS val 729677198 ecr 2521817787], length 0
 00:00:00.813124 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1718345, win 4055, options [nop,nop,TS val 729677198 ecr 2521817787], length 0
 00:00:00.813128 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1718345:1719733, ack 122, win 227, options [nop,nop,TS val 2521817787 ecr 729677166], length 1388: HTTP
 00:00:00.813141 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1719733:1721121, ack 122, win 227, options [nop,nop,TS val 2521817787 ecr 729677166], length 1388: HTTP
 00:00:00.813143 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1721121:1722509, ack 122, win 227, options [nop,nop,TS val 2521817787 ecr 729677166], length 1388: HTTP
 00:00:00.813144 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1722509:1723897, ack 122, win 227, options [nop,nop,TS val 2521817787 ecr 729677166], length 1388: HTTP
 00:00:00.814390 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1723897:1725285, ack 122, win 227, options [nop,nop,TS val 2521817787 ecr 729677166], length 1388: HTTP
 00:00:00.814394 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1725285:1726673, ack 122, win 227, options [nop,nop,TS val 2521817787 ecr 729677166], length 1388: HTTP
 00:00:00.814396 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1726673:1728061, ack 122, win 227, options [nop,nop,TS val 2521817787 ecr 729677166], length 1388: HTTP
 00:00:00.814398 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1728061:1729449, ack 122, win 227, options [nop,nop,TS val 2521817787 ecr 729677166], length 1388: HTTP
 00:00:00.814438 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1729449, win 4164, options [nop,nop,TS val 729677199 ecr 2521817787], length 0
 00:00:00.814536 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1729449:1730837, ack 122, win 227, options [nop,nop,TS val 2521817787 ecr 729677166], length 1388: HTTP
 00:00:00.814538 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1730837:1732225, ack 122, win 227, options [nop,nop,TS val 2521817787 ecr 729677166], length 1388: HTTP
 00:00:00.817290 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1732225:1733613, ack 122, win 227, options [nop,nop,TS val 2521817795 ecr 729677173], length 1388: HTTP
 00:00:00.818678 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1733613:1735001, ack 122, win 227, options [nop,nop,TS val 2521817795 ecr 729677173], length 1388: HTTP
 00:00:00.818683 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1735001:1736389, ack 122, win 227, options [nop,nop,TS val 2521817795 ecr 729677173], length 1388: HTTP
 00:00:00.818685 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1736389:1737777, ack 122, win 227, options [nop,nop,TS val 2521817795 ecr 729677173], length 1388: HTTP
 00:00:00.818686 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1737777:1739165, ack 122, win 227, options [nop,nop,TS val 2521817795 ecr 729677173], length 1388: HTTP
 00:00:00.818688 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1739165:1740553, ack 122, win 227, options [nop,nop,TS val 2521817795 ecr 729677173], length 1388: HTTP
 00:00:00.818746 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1740553, win 4142, options [nop,nop,TS val 729677202 ecr 2521817787], length 0
 00:00:00.820177 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1740553:1741941, ack 122, win 227, options [nop,nop,TS val 2521817795 ecr 729677173], length 1388: HTTP
 00:00:00.820181 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1741941:1743329, ack 122, win 227, options [nop,nop,TS val 2521817795 ecr 729677173], length 1388: HTTP
 00:00:00.820183 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1743329:1744717, ack 122, win 227, options [nop,nop,TS val 2521817795 ecr 729677173], length 1388: HTTP
 00:00:00.820220 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1744717:1746105, ack 122, win 227, options [nop,nop,TS val 2521817795 ecr 729677173], length 1388: HTTP
 00:00:00.820222 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1746105:1747493, ack 122, win 227, options [nop,nop,TS val 2521817795 ecr 729677173], length 1388: HTTP
 00:00:00.820316 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1747493:1748881, ack 122, win 227, options [nop,nop,TS val 2521817795 ecr 729677173], length 1388: HTTP
 00:00:00.820320 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1748881:1750269, ack 122, win 227, options [nop,nop,TS val 2521817795 ecr 729677173], length 1388: HTTP
 00:00:00.821852 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1750269:1751657, ack 122, win 227, options [nop,nop,TS val 2521817795 ecr 729677173], length 1388: HTTP
 00:00:00.821856 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1751657:1753045, ack 122, win 227, options [nop,nop,TS val 2521817795 ecr 729677173], length 1388: HTTP
 00:00:00.821858 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1753045:1754433, ack 122, win 227, options [nop,nop,TS val 2521817797 ecr 729677174], length 1388: HTTP
 00:00:00.821859 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1754433:1755821, ack 122, win 227, options [nop,nop,TS val 2521817797 ecr 729677174], length 1388: HTTP
 00:00:00.821865 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1755821:1757209, ack 122, win 227, options [nop,nop,TS val 2521817797 ecr 729677174], length 1388: HTTP
 00:00:00.821867 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1757209:1758597, ack 122, win 227, options [nop,nop,TS val 2521817797 ecr 729677174], length 1388: HTTP
 00:00:00.821932 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1751657, win 4229, options [nop,nop,TS val 729677204 ecr 2521817795], length 0
 00:00:00.821965 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1758597:1759985, ack 122, win 227, options [nop,nop,TS val 2521817797 ecr 729677174], length 1388: HTTP
 00:00:00.821968 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1759985:1761373, ack 122, win 227, options [nop,nop,TS val 2521817797 ecr 729677174], length 1388: HTTP
 00:00:00.823528 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1761373:1762761, ack 122, win 227, options [nop,nop,TS val 2521817797 ecr 729677174], length 1388: HTTP
 00:00:00.823533 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1762761:1764149, ack 122, win 227, options [nop,nop,TS val 2521817797 ecr 729677174], length 1388: HTTP
 00:00:00.823534 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1764149:1765537, ack 122, win 227, options [nop,nop,TS val 2521817797 ecr 729677174], length 1388: HTTP
 00:00:00.823581 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1762761, win 4229, options [nop,nop,TS val 729677205 ecr 2521817795], length 0
 00:00:00.825084 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1765537:1766925, ack 122, win 227, options [nop,nop,TS val 2521817803 ecr 729677178], length 1388: HTTP
 00:00:00.826484 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [P.], seq 1766925:1768313, ack 122, win 227, options [nop,nop,TS val 2521817803 ecr 729677178], length 1388: HTTP
 00:00:00.826487 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1768313:1769701, ack 122, win 227, options [nop,nop,TS val 2521817803 ecr 729677178], length 1388: HTTP
 00:00:00.826489 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1769701:1771089, ack 122, win 227, options [nop,nop,TS val 2521817803 ecr 729677178], length 1388: HTTP
 00:00:00.826491 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1771089:1772477, ack 122, win 227, options [nop,nop,TS val 2521817803 ecr 729677178], length 1388: HTTP
 00:00:00.826492 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1772477:1773865, ack 122, win 227, options [nop,nop,TS val 2521817803 ecr 729677178], length 1388: HTTP
 00:00:00.826494 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1773865:1775253, ack 122, win 227, options [nop,nop,TS val 2521817803 ecr 729677178], length 1388: HTTP
 00:00:00.826541 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1768313, win 4229, options [nop,nop,TS val 729677207 ecr 2521817797], length 0
 00:00:00.826674 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1775253:1776641, ack 122, win 227, options [nop,nop,TS val 2521817803 ecr 729677178], length 1388: HTTP
 00:00:00.830026 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1776641:1778029, ack 122, win 227, options [nop,nop,TS val 2521817804 ecr 729677179], length 1388: HTTP
 00:00:00.830031 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1778029:1779417, ack 122, win 227, options [nop,nop,TS val 2521817804 ecr 729677179], length 1388: HTTP
 00:00:00.830033 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1779417:1780805, ack 122, win 227, options [nop,nop,TS val 2521817804 ecr 729677179], length 1388: HTTP
 00:00:00.830035 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1780805:1782193, ack 122, win 227, options [nop,nop,TS val 2521817804 ecr 729677179], length 1388: HTTP
 00:00:00.830037 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1782193:1783581, ack 122, win 227, options [nop,nop,TS val 2521817804 ecr 729677179], length 1388: HTTP
 00:00:00.830039 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1783581:1784969, ack 122, win 227, options [nop,nop,TS val 2521817804 ecr 729677179], length 1388: HTTP
 00:00:00.830040 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1784969:1786357, ack 122, win 227, options [nop,nop,TS val 2521817804 ecr 729677179], length 1388: HTTP
 00:00:00.830042 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1786357:1787745, ack 122, win 227, options [nop,nop,TS val 2521817804 ecr 729677179], length 1388: HTTP
 00:00:00.830044 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1787745:1789133, ack 122, win 227, options [nop,nop,TS val 2521817804 ecr 729677179], length 1388: HTTP
 00:00:00.830046 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1789133:1790521, ack 122, win 227, options [nop,nop,TS val 2521817806 ecr 729677180], length 1388: HTTP
 00:00:00.830111 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1779417, win 4207, options [nop,nop,TS val 729677210 ecr 2521817803], length 0
 00:00:00.830170 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1790521, win 4033, options [nop,nop,TS val 729677210 ecr 2521817804], length 0
 00:00:00.830180 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1790521:1791909, ack 122, win 227, options [nop,nop,TS val 2521817806 ecr 729677180], length 1388: HTTP
 00:00:00.830183 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1791909:1793297, ack 122, win 227, options [nop,nop,TS val 2521817806 ecr 729677180], length 1388: HTTP
 00:00:00.830188 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1793297:1794685, ack 122, win 227, options [nop,nop,TS val 2521817806 ecr 729677180], length 1388: HTTP
 00:00:00.830191 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1794685:1796073, ack 122, win 227, options [nop,nop,TS val 2521817806 ecr 729677180], length 1388: HTTP
 00:00:00.830226 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1796073:1797461, ack 122, win 227, options [nop,nop,TS val 2521817806 ecr 729677180], length 1388: HTTP
 00:00:00.830244 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1797461:1798849, ack 122, win 227, options [nop,nop,TS val 2521817806 ecr 729677180], length 1388: HTTP
 00:00:00.831462 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1798849:1800237, ack 122, win 227, options [nop,nop,TS val 2521817806 ecr 729677180], length 1388: HTTP
 00:00:00.831465 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1800237:1801625, ack 122, win 227, options [nop,nop,TS val 2521817806 ecr 729677180], length 1388: HTTP
 00:00:00.831513 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1801625, win 4207, options [nop,nop,TS val 729677211 ecr 2521817806], length 0
 00:00:00.833165 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1801625:1803013, ack 122, win 227, options [nop,nop,TS val 2521817811 ecr 729677185], length 1388: HTTP
 00:00:00.838019 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1803013:1804401, ack 122, win 227, options [nop,nop,TS val 2521817811 ecr 729677185], length 1388: HTTP
 00:00:00.838023 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1804401:1805789, ack 122, win 227, options [nop,nop,TS val 2521817811 ecr 729677185], length 1388: HTTP
 00:00:00.838025 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1805789:1807177, ack 122, win 227, options [nop,nop,TS val 2521817811 ecr 729677185], length 1388: HTTP
 00:00:00.838027 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1807177:1808565, ack 122, win 227, options [nop,nop,TS val 2521817811 ecr 729677185], length 1388: HTTP
 00:00:00.838029 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1808565:1809953, ack 122, win 227, options [nop,nop,TS val 2521817811 ecr 729677185], length 1388: HTTP
 00:00:00.838031 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1809953:1811341, ack 122, win 227, options [nop,nop,TS val 2521817811 ecr 729677185], length 1388: HTTP
 00:00:00.838033 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1811341:1812729, ack 122, win 227, options [nop,nop,TS val 2521817811 ecr 729677185], length 1388: HTTP
 00:00:00.838035 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1812729:1814117, ack 122, win 227, options [nop,nop,TS val 2521817811 ecr 729677185], length 1388: HTTP
 00:00:00.838037 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1814117:1815505, ack 122, win 227, options [nop,nop,TS val 2521817811 ecr 729677185], length 1388: HTTP
 00:00:00.838039 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1815505:1816893, ack 122, win 227, options [nop,nop,TS val 2521817811 ecr 729677185], length 1388: HTTP
 00:00:00.838041 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1816893:1818281, ack 122, win 227, options [nop,nop,TS val 2521817811 ecr 729677185], length 1388: HTTP
 00:00:00.838043 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1818281:1819669, ack 122, win 227, options [nop,nop,TS val 2521817811 ecr 729677185], length 1388: HTTP
 00:00:00.838046 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1819669:1821057, ack 122, win 227, options [nop,nop,TS val 2521817811 ecr 729677185], length 1388: HTTP
 00:00:00.838055 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1821057:1822445, ack 122, win 227, options [nop,nop,TS val 2521817811 ecr 729677185], length 1388: HTTP
 00:00:00.838060 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1822445:1823833, ack 122, win 227, options [nop,nop,TS val 2521817812 ecr 729677186], length 1388: HTTP
 00:00:00.838063 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1823833:1825221, ack 122, win 227, options [nop,nop,TS val 2521817812 ecr 729677186], length 1388: HTTP
 00:00:00.838066 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1825221:1826609, ack 122, win 227, options [nop,nop,TS val 2521817812 ecr 729677186], length 1388: HTTP
